title,company,description,datadate,salary_lower_range,salary_upper_range,is_remote,zipcode,city,state,job_type,experience_level
Systems Administrator/Programmer/data analyst,Toyo Tanso USA,"visual basic, vb.net programming (3-5yrs).sql queries, sql database management (3-5yrs).vba, excel macros (3-5yrs).industrios erp system is a plus.",Spring 2022,70000.0,0.0,0,97060,troutdale,or,Data Analyst,0
Lead Business Analyst (Hybrid) ESF,Expert Hiring,"5 years life insurance operations experience.lead and participate in projects, enhancements, and defects, including creating business requirements, test plans,…",Spring 2022,64000.0,85000.0,0,49412,fremont,mi,Data Analyst,0
Implementation and Data Services Analyst Core,Gallagher,a minimum of 2 to 5 years relevant work experience.2-3 years experience in the insurance or claims industry preferred.,Spring 2022,50000.0,0.0,0,600082,rollg meadows,il,Data Analyst,0
Sr Information System Analyst (Partial Remote) #ESF,ExpertHiring,"minimum of five (5) years of work experience in systems analysis, requirements definition, system design and system implementation, as well as system…",Spring 2022,100000.0,105000.0,1,99201,hybrid   spokane,wa,Data Analyst,sr
"Data and Information Specialist, Database Reporting, Busines...",Portsmouth Public Schools,"work with data entry and data owners to verify and improve data accuracy.analyze data to determine data solutions including data warehousing and reporting,…",Spring 2022,69228.0,109661.0,0,23707,portsmouth,va,Other,specialist
Business Data Analyst - Operations,Summit Companies,superior data and analysis skills.streamline data and information consumption via bi tools.help define business processes that support data integrity and…,Spring 2022,65000.0,85000.0,0,551201,mendota heights,mn,Data Analyst,0
Operations Analyst - Fast Growing E-Commerce Manufacturer,Glawio,"analyze data in excel and other toolsets to derive qualitative, value-adding insights.glawio is a new york manufacturer in the food and natural household…",Spring 2022,65000.0,0.0,0,11788,hauppauge,ny,Data Analyst,0
Credit Risk Analyst,Tacoma Public Utilities,gather and analyze data for generating executive risk reports.perform data validation and quality control of system of record to ensure accurate credit and…,Spring 2022,89835.0,115170.0,0,98104,seattle,wa,Data Analyst,0
Analyst,Palm Medical Centers,"interpret and analyze data from multiple sources including claims, provider, member, and encounters data.apply expertise in quantitative analysis, data mining,…",Spring 2022,50000.0,0.0,0,33134,coral gables,fl,Data Analyst,0
IT Business Analyst – Manufacturing Execution Systems (Hybri...,Piston Automotive,"3-5 years of experience with mes planning, executing, installation, integration testing, and support.responsible for meeting upstream and downstream data…",Spring 2022,91994.0,115515.0,0,48239,redford,mi,Data Analyst,0
Data Analyst,The Collier Companies,"1-3 years of experience creating reports with a data visualization tool (tableau, powerbi or others).prep data for reports and analysis.",Spring 2022,75000.0,0.0,0,32601,gaesville,fl,Data Analyst,0
Business Intelligence (BI) Consultant,Robert Half,"“opportunity time” – 8 weeks employees can take unpaid or use pto (after 3 years).target - $76,290 - $98,790.healthcare experience would be a big plus.",Spring 2022,76000.0,99000.0,1,980572,renton,wa,Other,0
Data Analyst,Primary Talent Partners,microsoft office: 5 years (required).liaison between gfs us teams and cpo for level 3 policies and procedure.sound analytical skills and attention to detail.,Spring 2022,400.0,0.0,0,100192,new york,ny,Data Analyst,0
Compensation Analyst,M & M Staffing Agency,analyzes data; ensures consistency and appropriate processes.researches occupational characteristics and statistical data to make appropriate recommendations.,Spring 2022,43000.0,56000.0,0,60609,chicago,il,Data Analyst,0
Business Analyst,"TCG Group Holdings, LLC","report and present to multiple levels – share key and valuable data to stakeholders.in order to successfully operate in the role as an analyst, an analyst must…",Spring 2022,60000.0,0.0,0,78746,aust,tx,Data Analyst,0
Data Analyst,Barrow Wise Consulting,"establish data pipelines, as well as develop and implement best practices and procedures for data pipelines in collaboration with the business line.",Spring 2022,55000.0,65000.0,0,921012,san diego,ca,Data Analyst,0
Philanthropic Giving Data Analyst,Korn Ferry RPO for Healthcare,proven experience working with complex data sets in a distributed data environment.serve as a data subject matter expert for the division’s alumni data sets –…,Spring 2022,70000.0,73450.0,0,0,coral gables,fl,Data Analyst,0
Senior Merchandise Data Analyst,Business Talent Solutions,work on report design with executives and it team to streamline data sources for inventory and future merchandise plans.,Spring 2022,75000.0,100000.0,0,0,seattle,wa,Data Analyst,senior
IT Business Analyst,FED IT CA,minimum of 3 years of experience in a similar role;participate in the evolution and development of the company's software through the phases of the development…,Spring 2022,85000.0,0.0,0,0,nord,ca,Data Analyst,0
Customer Business Analyst,Henkel,"minimum 3 years of proven digital data strategy & analysis experience, ideally within large corporations or relevant consultancies / digital agencies.",Spring 2022,85000.0,90000.0,0,60671,rocky hill,ct,Data Analyst,0
Technical Business Analyst - Financial Services (% remote...,Ascendo Resources,"conduct research, gather and analyze data to produce actionable information to help define business requirements.",Spring 2022,100000.0,120000.0,1,0,new york,ny,Data Analyst,0
Board Certified Behavior Analyst,North Shore Pediatric Therapy,"design, collect, and supervise case data collection.ability to program (and analyze data and make changes) in a way that promotes child growth in a timely…",Spring 2022,72000.0,85000.0,0,60563,naperville,il,Data Analyst,0
Power BI Reporting Analyst,Food Management Search,drive quality and reliability throughout our data stack.tune microsoft sql server databases and queries for our data warehouse.,Spring 2022,100000.0,120000.0,1,0,hybrid   houston,tx,Data Analyst,0
Technical Business Analyst,MESH Works,"advanced knowledge of data security and encryption.technical business analysis: 3 years (preferred).someone with strong critical thinking, problem-solving,…",Spring 2022,70000.0,85000.0,0,43035,lewis center,oh,Data Analyst,0
"Senior Medical Economics Analyst - New York, NY/Remote",DW Simpson,"must have experience working with large data sets, strong sas/sql skills, and excellent communication.ny health client is seeking a student actuary with at…",Spring 2022,115000.0,0.0,1,10007,new york,ny,Data Analyst,senior
Clinical Data Analyst,"Recruit Staff Hire, LLC",understanding data storage and data sharing methods.healthcare data analysts are quantitative specialists who understand the business needs of a hospital and…,Spring 2022,65000.0,70000.0,0,70117,new orleans,la,Data Analyst,0
Procurement Analyst,Soni Resources Group,"extract and manipulate complex data sets to analyze category spend.utilize data to help reduce procurement category spend, identify supplier consolidation…",Spring 2022,73000.0,0.0,0,10012,new york,ny,Data Analyst,0
EDI Analyst,CyberCoders,"report to the global director, the edi analyst will serve as the liaison between the business, it and our external partners.",Spring 2022,85000.0,110000.0,0,90815,long beach,ca,Data Analyst,0
Business Analyst (Manufacturing),Advanced Hires,"5 plus years previous business experience working with end users in a formal business analyst role, in requirements gathering, analysis, application design and…",Spring 2022,100000.0,120000.0,0,0,milwaukee,wi,Data Analyst,0
Manufacturing Business Analyst,First Team Professional Resources,monitor / analyze financial data routinely in support of assigned programs/ projects.utilize cost point/deltek system and other teledyne management tools to…,Spring 2022,50000.0,60000.0,0,21031,hunt valley,md,Data Analyst,0
Data Engineer,Human Interest,help build a world class data environment.work with engineering teams across the company to improve data tracking.generous pto and parental leave policies.,Spring 2022,130000.0,145000.0,1,0,san francisco,ca,Data Engineer,0
Data Engineer,"Optomi, LLC.",develop automated data quality check to make sure right data enters the platform and verifying the results of the calculations.,Spring 2022,120000.0,200000.0,1,0,,,Data Engineer,0
Senior Data Engineer,Anheuser-Busch,in this role you will work at the intersection of understanding business problems so that you can build data assets to support products that invoke people to…,Spring 2022,135000.0,165000.0,0,0,new york,ny,Data Engineer,senior
Data Engineer,Blue Origin,"monitoring, maintaining and improving blue origin’s data pipelines and associated infrastructure, facilitating the greatest possible utilization and trust of…",Spring 2022,124000.0,208000.0,0,0,seattle,wa,Data Engineer,0
Data Engineer ,Amazon,"data architecture: 1 year (preferred).1+ years of experience contributing to the data architecture and design (architecture, design patterns, reliability and…",Spring 2022,175000.0,350000.0,1,0,,,Data Engineer,0
Data Engineer,Detroit Red Wings,experience building data warehouses for data science and analytics.lead the data team and data infrastructure initiatives within hockey operations.,Spring 2022,72750.0,151798.0,0,48201,detroit,mi,Data Engineer,0
Data Engineer (Remote Option),University of Michigan,"this position is for a data engineer who can wrangle messy and complicated data, pull data from apis, and build structured data products for use in machine…",Spring 2022,100000.0,109000.0,1,48109,ann arbor,mi,Data Engineer,0
Climate Data Engineer,USB Outsourcing,"partner with technology architecture and engagement teams to design, develop and deliver solutions for esg-related projects.",Spring 2022,160000.0,200000.0,1,0,,,Data Engineer,0
